Bowlers,Overs,Runs,Wkts,Econ,id,innings,match_name,date,league,season,home_team,away_team,home_score,away_score,umpire,Player.Id,User.Id,team,season_id,league_id,FirstName,LastName,Maidens,RunsConceded,Wickets,BowlingDotBalls,NoBall,Wide,Catches,RunOuts,DoublePlay,Played,EmailAddressConfirmed,MatchName,LeagueName,SeasonName,StartDateTime,battingFirstName,battingFirstId,bowlingFirstName,bowlingFirstId,$id,$type,Over,Ball
PHIL Brierley,3,24,0,8,305338,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Major Paine,196,195,Manoj Varma,319291,249228,Major Paine,114,1398,PHIL,Brierley,0,24,0,3,0,1,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:39:31Z,Major Paine,18659,The Nutty Cuckoo Super Kings,18132,243651205,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
James Fyfe,2,27,1,13.5,305338,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Major Paine,196,195,Manoj Varma,322750,250946,Major Paine,114,1398,James,Fyfe,0,27,1,3,1,3,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:39:31Z,Major Paine,18659,The Nutty Cuckoo Super Kings,18132,465887122,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Brock Mills,2,28,0,14,305338,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Major Paine,196,195,Manoj Varma,319304,249235,Major Paine,114,1398,Brock,Mills,0,28,0,2,1,4,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:39:31Z,Major Paine,18659,The Nutty Cuckoo Super Kings,18132,93008706,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Dana Bentley,1,9,0,9,305338,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Major Paine,196,195,Manoj Varma,319382,249289,Major Paine,114,1398,Dana,Bentley,0,9,0,1,0,3,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:39:31Z,Major Paine,18659,The Nutty Cuckoo Super Kings,18132,567704612,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Sean Kennedy,4,12,2,3,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,128203,44711,The Hunts,114,1398,Sean,Kennedy,0,12,2,11,0,0,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,828378321,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Christopher Armstrong,4,30,0,7.5,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,348781,223355,The Hunts,114,1398,Christopher,Armstrong,0,30,0,3,1,2,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,546724691,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Shaun Marshall,3,15,0,5,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,308836,244413,The Hunts,114,1398,Shaun,Marshall,0,15,0,5,0,0,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,21063505,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Michael Totsis,2,13,0,6.5,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,101555,86627,The Hunts,114,1398,Michael,Totsis,0,13,0,1,0,0,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,380523290,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Geoff Peace,2,15,0,7.5,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,300434,238804,The Hunts,114,1398,Geoff,Peace,0,15,0,6,0,1,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,50749267,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Atif Rizvi,2,27,1,13.5,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,217127,78000,The Hunts,114,1398,Atif,Rizvi,0,27,1,1,0,1,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,340771607,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Atif Rizvi,2,27,1,13.5,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,341305,78000,Workers Club Lions,114,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Temuskus,2,8,0,4,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,273794,223613,The Hunts,114,1398,Johnny,Temuskus,0,8,0,2,0,0,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,232181725,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Otis Binnie,1,8,1,8,305339,1,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,318758,85244,The Hunts,114,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Taconator,4,20,1,5,305339,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,255695,113801,Workers Club Lions,114,1398,The,Taconator,0,20,1,6,0,0,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,593128000,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
James Ahern,3.2,20,1,6.25,305339,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,255715,211967,Workers Club Lions,114,1398,James,Ahern,0,20,1,3,0,1,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,67960451,live_scoring_core.dtos.outdoor_cricket.Overs,3,2
Henry Franklin,3,16,0,5.33,305339,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,317561,178387,Workers Club Lions,114,1398,Henry,Franklin,0,16,0,3,1,0,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,331217866,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Arthur Veness,3,36,1,12,305339,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,317560,148605,Workers Club Lions,114,1398,Arthur,Veness,0,36,1,1,0,2,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,66295537,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Tom Smith,2,12,1,6,305339,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,255702,211954,Workers Club Lions,114,1398,Tom,Smith,0,12,1,1,0,3,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,747521730,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Nic Martin,2,18,1,9,305339,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,343428,180643,Workers Club Lions,114,1398,Nic,Martin,0,18,1,0,0,0,0,0,0,0,NA,Round 2,JJ Holland Midweek,2021 Summer,2021-01-21T06:34:29Z,Workers Club Lions,16726,The Hunts,9013,725148905,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Brendan O�Sullivan,1,9,0,9,305339,2,Round 2,2021-01-21T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,Workers Club Lions,133,132,Ashik Mostafa Alvi,NA,NA,NA,114,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Russell,4,9,1,2.25,305336,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,319381,249288,Major Paine,114,1398,Mark,Russell,0,9,1,11,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,834392062,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
James Fyfe,4,23,1,5.75,305336,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,322750,250946,Major Paine,114,1398,James,Fyfe,0,23,1,6,0,0,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,648279663,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Matthew Love,3.4,30,1,8.82,305336,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,339102,259547,Major Paine,114,1398,Matthew,Love,0,30,1,7,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,411378859,live_scoring_core.dtos.outdoor_cricket.Overs,3,4
Andrew Palmer,3,23,2,7.67,305336,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,319462,249340,Major Paine,114,1398,Andrew,Palmer,0,23,2,4,1,4,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,688953822,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Ron Blair,3,17,1,5.67,305336,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,319380,249287,Major Paine,114,1398,Ron,Blair,0,17,1,7,0,5,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,517862658,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Adam Arnold,1,14,0,14,305336,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,347964,263938,Major Paine,114,1398,Adam,Arnold,0,14,0,2,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,716668692,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
James Ahern,3,27,0,9,305336,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,255715,211967,Workers Club Lions,114,1398,James,Ahern,0,27,0,1,1,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,282649819,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Arthur Veness,3,26,2,8.67,305336,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,317560,148605,Workers Club Lions,114,1398,Arthur,Veness,0,26,2,2,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,777616133,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
John Diano,2,10,0,5,305336,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,342879,261405,Workers Club Lions,114,1398,John,Diano,0,10,0,5,0,0,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,351839748,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Rohan Obst,2,15,0,7.5,305336,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,255749,211993,Workers Club Lions,114,1398,Rohan,Obst,0,15,0,3,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,651849856,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Henry Franklin,2,22,0,11,305336,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,317561,178387,Workers Club Lions,114,1398,Henry,Franklin,0,22,0,2,0,2,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,761452637,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
R B,1,9,0,9,305336,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,260614,215022,Workers Club Lions,114,1398,R,B,0,9,0,1,0,3,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,475208781,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Nick Cassidy,1,10,0,10,305336,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,Major Paine,Workers Club Lions,120,117,Manoj Varma,342888,260557,Workers Club Lions,114,1398,Nick,Cassidy,0,10,0,1,0,0,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:53:41Z,Workers Club Lions,16726,Major Paine,18659,676191388,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Sheraz Ahmad,4,21,0,5.25,305337,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,342791,259944,The Nutty Cuckoo Super Kings,114,1398,Sheraz,Ahmad,0,21,0,3,0,0,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,281525300,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Michael Drew,4,21,1,5.25,305337,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,301051,239859,The Nutty Cuckoo Super Kings,114,1398,Michael,Drew,0,21,1,6,0,4,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,512278579,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Adam Peel,4,19,0,4.75,305337,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,301057,239863,The Nutty Cuckoo Super Kings,114,1398,Adam,Peel,0,19,0,7,1,3,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,940883362,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Vince Murphy,3,17,1,5.67,305337,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,319543,249381,The Nutty Cuckoo Super Kings,114,1398,Vince,Murphy,0,17,1,2,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,609973835,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Pat Danaher,2,19,1,9.5,305337,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,341673,260826,The Nutty Cuckoo Super Kings,114,1398,Pat,Danaher,0,19,1,1,3,2,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,236214766,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Rohan Bythell-Douglas,2,20,1,10,305337,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,301052,239860,The Nutty Cuckoo Super Kings,114,1398,Rohan,Bythell-Douglas,0,20,1,0,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,551178186,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Devin Goheen,1,12,0,12,305337,1,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,307675,243716,The Nutty Cuckoo Super Kings,114,1398,Devin,Goheen,0,12,0,0,0,4,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,224386437,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Johnny Temuskus,4,29,0,7.25,305337,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,273794,223613,The Hunts,114,1398,Johnny,Temuskus,0,29,0,5,0,0,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,602919791,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Brett truscott,4,16,1,4,305337,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,348044,238485,The Hunts,114,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Kennedy,3.2,21,3,6.56,305337,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,128203,44711,The Hunts,114,1398,Sean,Kennedy,0,21,3,3,0,4,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,657042644,live_scoring_core.dtos.outdoor_cricket.Overs,3,2
Atif Rizvi,3,13,1,4.33,305337,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,217127,78000,The Hunts,114,1398,Atif,Rizvi,0,13,1,5,0,1,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,704559972,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Shaun Marshall,2,14,0,7,305337,2,Round 1,2021-01-14T16:45:00Z,JJ Holland Midweek,2021 Summer,The Hunts,The Nutty Cuckoo Super Kings,135,97,Ashik Mostafa Alvi,308836,244413,The Hunts,114,1398,Shaun,Marshall,0,14,0,2,0,2,0,0,0,0,NA,Home Team :	  Please select a home team,JJ Holland Midweek,2021 Summer,2021-01-14T06:36:51Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,501193042,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Adam Peel,4,21,0,5.25,305510,1,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,301057,239863,The Nutty Cuckoo Super Kings,114,1398,Adam,Peel,0,21,0,7,0,3,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,25028167,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Devin Goheen,3,22,0,7.33,305510,1,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,307675,243716,The Nutty Cuckoo Super Kings,114,1398,Devin,Goheen,0,22,0,5,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,562353477,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Daniel Dymond,3,29,1,9.67,305510,1,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,301055,239861,The Nutty Cuckoo Super Kings,114,1398,Daniel,Dymond,0,29,1,1,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,388590023,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Ben Cull,3,29,0,9.67,305510,1,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,305760,242570,The Nutty Cuckoo Super Kings,114,1398,Ben,Cull,0,29,0,3,1,3,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,579560077,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Morgan Tear,3,24,1,8,305510,1,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,301047,198555,The Nutty Cuckoo Super Kings,114,1398,Morgan,Tear,0,24,1,3,0,2,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,1011451730,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Pat Danaher,2,23,1,11.5,305510,1,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,341673,260826,The Nutty Cuckoo Super Kings,114,1398,Pat,Danaher,0,23,1,0,2,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,421768877,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Rohan Bythell-Douglas,2,33,0,16.5,305510,1,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,301052,239860,The Nutty Cuckoo Super Kings,114,1398,Rohan,Bythell-Douglas,0,33,0,1,1,5,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,515199685,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
John Diano,3,12,3,4,305510,2,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,342879,261405,Workers Club Lions,114,1398,John,Diano,1,12,3,6,0,0,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,1051316122,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Rohan Obst,3,29,2,9.67,305510,2,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,255749,211993,Workers Club Lions,114,1398,Rohan,Obst,0,29,2,3,1,2,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,1048336560,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Henry Franklin,2,7,1,3.5,305510,2,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,317561,178387,Workers Club Lions,114,1398,Henry,Franklin,0,7,1,3,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,272341929,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
James Ahern,2,11,0,5.5,305510,2,Round 6,2021-02-18T16:45:00Z,JJ Holland Midweek,2021 Summer,The Nutty Cuckoo Super Kings,Workers Club Lions,125,188,Ashik Mostafa Alvi,255715,211967,Workers Club Lions,114,1398,James,Ahern,0,11,0,2,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2021 Summer,2021-02-18T06:53:18Z,Workers Club Lions,16726,The Nutty Cuckoo Super Kings,18132,532938766,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
