Bowlers,Overs,Runs,Wkts,Econ,id,innings,match_name,date,league,season,home_team,away_team,home_score,away_score,umpire,Player.Id,User.Id,team,season_id,league_id,FirstName,LastName,Maidens,RunsConceded,Wickets,BowlingDotBalls,NoBall,Wide,Catches,RunOuts,DoublePlay,Played,EmailAddressConfirmed,MatchName,LeagueName,SeasonName,StartDateTime,battingFirstName,battingFirstId,bowlingFirstName,bowlingFirstId,$id,$type,Over,Ball
Waqas Waheed,3,27,0,9,268485,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",312743,246278,Workers Club Lions,105,1398,Waqas,Waheed,0,27,0,5,0,5,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,749189122,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Usama Waheed,3,16,2,5.33,268485,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",312742,246279,Workers Club Lions,105,1398,Usama,Waheed,0,16,2,3,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,463768281,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Jimmy Shreds,3,7,2,2.33,268485,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",264408,217670,Workers Club Lions,105,1398,Jimmy,Layley,0,7,2,5,0,0,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,29969328,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
James Ahern,3,21,1,7,268485,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",255715,211967,Workers Club Lions,105,1398,James,Ahern,0,21,1,3,0,2,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,972637409,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Drew Olarenshaw,3,21,0,7,268485,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",307980,243660,Workers Club Lions,105,1398,Drew Olarenshaw,Olarenshaw,0,21,0,4,1,0,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,427795772,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Al Cimera,2,18,1,9,268485,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",255707,211958,Workers Club Lions,105,1398,Al,Cimera,0,18,1,2,0,5,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,654763728,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Syed mahmood Ali,4,20,1,5,268485,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",264511,215594,Batty Boys,105,1398,Syed mahmood,Ali,0,20,1,10,0,3,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,939543790,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Guy Henshall,4,14,0,3.5,268485,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",214598,183511,Batty Boys,105,1398,Guy,Henshall,1,14,0,13,0,3,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,59359127,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Jacob Bell,4,24,0,6,268485,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",263179,214551,Batty Boys,105,1398,Jacob,Bell,0,24,0,10,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,293186887,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Anton Van Der Merwe,3,31,0,10.33,268485,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",264510,155489,Batty Boys,105,1398,Anton,Van Der Merwe,0,31,0,4,0,0,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,400715947,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Ollie Sullivan,3,25,0,8.33,268485,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",48986,43751,Batty Boys,105,1398,Ollie,Sullivan,0,25,0,3,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,660969172,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Phil Sing,2,6,2,3,268485,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,Batty Boys,122,128,"Parth ""Specter"" Makwana",130384,19775,Batty Boys,105,1398,Phil,Sing,0,6,2,3,0,0,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:48:30Z,Batty Boys,5888,Workers Club Lions,16726,681339514,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Adam Peel,4,26,1,6.5,268484,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,301057,239863,The Nutty Cuckoo Super Kings,105,1398,Adam,Peel,0,26,1,10,0,6,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,534232784,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Charlie Kenihan,3.1,29,3,9.35,268484,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,309449,244708,The Nutty Cuckoo Super Kings,105,1398,Charlie,Kenihan,0,29,3,3,0,5,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,984605209,live_scoring_core.dtos.outdoor_cricket.Overs,3,1
Ben Cull,3,14,0,4.67,268484,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,305760,242570,The Nutty Cuckoo Super Kings,105,1398,Ben,Cull,0,14,0,7,0,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,860780925,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Michael Drew,2,9,0,4.5,268484,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,301051,239859,The Nutty Cuckoo Super Kings,105,1398,Michael,Drew,0,9,0,7,0,4,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,698582844,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Rohan Bythell-Douglas,2,9,1,4.5,268484,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,301052,239860,The Nutty Cuckoo Super Kings,105,1398,Rohan,Bythell-Douglas,0,9,1,4,1,0,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,834886421,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Devin Goheen,2,22,0,11,268484,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,307675,243716,The Nutty Cuckoo Super Kings,105,1398,Devin,Goheen,0,22,0,1,1,2,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,395049509,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Morgan Tear,2,10,1,5,268484,1,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,301047,198555,The Nutty Cuckoo Super Kings,105,1398,Morgan,Tear,0,10,1,4,0,3,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,415471507,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Morris Shrestha,4,27,2,6.75,268484,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,311361,245621,Poms & Convicts,105,1398,Morris,Shrestha,0,27,2,6,1,5,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,22009078,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Michael Totsis,4,24,2,6,268484,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,313208,86627,Poms & Convicts,105,1398,Michael,Totsis,1,24,2,5,0,0,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,299823722,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Matthew Gibbs,3,14,1,4.67,268484,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,268449,220156,Poms & Convicts,105,1398,Matthew,Gibbs,0,14,1,8,0,2,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,343768306,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Atif Rizvi,3,21,0,7,268484,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,313209,78000,Poms & Convicts,105,1398,Atif,Rizvi,0,21,0,9,0,4,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,827711679,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Tim Jequier,2,16,0,8,268484,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,268450,220157,Poms & Convicts,105,1398,Tim,Jequier,0,16,0,2,0,3,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,412736258,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Nabin Neupane,2,18,0,9,268484,2,Round 6,2019-11-25T16:45:00Z,JJ Holland Midweek,2019 Spring,The Nutty Cuckoo Super Kings,Poms & Convicts,120,119,Yucen Kang,311360,245620,Poms & Convicts,105,1398,Nabin,Neupane,0,18,0,3,2,1,0,0,0,0,NA,Round 6,JJ Holland Midweek,2019 Spring,2019-11-25T06:37:11Z,Poms & Convicts,17119,The Nutty Cuckoo Super Kings,18132,689439314,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Rory O'hehir,4,51,3,12.75,268483,1,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,168033,142810,The Michael Bevans,105,1398,Rory,O'hehir,0,51,3,2,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,528601081,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
James Ballard,4,29,1,7.25,268483,1,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,131030,110565,The Michael Bevans,105,1398,James,Ballard,0,29,1,7,0,4,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,397785102,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Justin Lott,4,30,0,7.5,268483,1,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,128798,108650,The Michael Bevans,105,1398,Justin,Lott,0,30,0,9,0,3,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,1033275291,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Keshav Tummala,4,53,1,13.25,268483,1,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,NA,NA,NA,105,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Jaul,4,46,1,11.5,268483,1,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,308045,243949,The Michael Bevans,105,1398,David,Jaul,0,46,1,3,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,701821428,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Jimmy Shreds,4,17,1,4.25,268483,2,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,264408,217670,Workers Club Lions,105,1398,Jimmy,Layley,1,17,1,12,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,382966994,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
James Ahern,3,15,1,5,268483,2,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,255715,211967,Workers Club Lions,105,1398,James,Ahern,0,15,1,8,1,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,33307447,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Drew Olarenshaw,3,19,0,6.33,268483,2,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,307980,243660,Workers Club Lions,105,1398,Drew Olarenshaw,Olarenshaw,0,19,0,7,0,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,623975674,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Brendan O�Sullivan,3,26,0,8.67,268483,2,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,NA,NA,NA,105,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bill Millar,3,19,0,6.33,268483,2,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,307529,219482,Workers Club Lions,105,1398,Bill,Millar,0,19,0,9,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,353823808,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Lindsey White,2,17,0,8.5,268483,2,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,275003,45321,Workers Club Lions,105,1398,Lindsey,White,0,17,0,0,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,532713352,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Tom Smith,2,10,0,5,268483,2,Round 5,2019-11-21T16:45:00Z,JJ Holland Midweek,2019 Spring,Workers Club Lions,The Michael Bevans,210,127,Manoj Varma,255702,211954,Workers Club Lions,105,1398,Tom,Smith,0,10,0,1,0,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-21T06:45:09Z,Workers Club Lions,16726,The Michael Bevans,11117,975206616,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Guy Henshall,4,13,0,3.25,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,214598,183511,Batty Boys,105,1398,Guy,Henshall,0,13,0,12,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,153207925,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Syed mahmood Ali,4,36,2,9,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,264511,215594,Batty Boys,105,1398,Syed mahmood,Ali,0,36,2,4,2,5,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,7717254,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Syed mahmood Ali,4,36,2,9,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,351169,215594,The Nutty Cuckoo Super Kings,105,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vinny Fairclough,3,21,0,7,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,49624,44294,Batty Boys,105,1398,Vinny,Fairclough,0,21,0,6,1,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,162734732,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Chris Butler,3,17,0,5.67,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,327228,80687,Batty Boys,105,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Blucher,3,19,1,6.33,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,212562,181646,Batty Boys,105,1398,Hayden,Blucher,0,19,1,2,0,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,148037990,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Phil Sing,2,24,0,12,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,130384,19775,Batty Boys,105,1398,Phil,Sing,0,24,0,2,1,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,330230857,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Ollie Sullivan,1,12,0,12,268482,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,48986,43751,Batty Boys,105,1398,Ollie,Sullivan,0,12,0,0,1,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,281986773,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Rob Evans,3,43,0,14.33,268482,2,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,307695,243722,The Nutty Cuckoo Super Kings,105,1398,Rob,Evans,0,43,0,0,1,4,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,777085670,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Ben Cull,2.3,35,0,15.22,268482,2,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,305760,242570,The Nutty Cuckoo Super Kings,105,1398,Ben,Cull,0,35,0,2,0,3,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,673006121,live_scoring_core.dtos.outdoor_cricket.Overs,2,3
Morgan Tear,2,24,1,12,268482,2,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,301047,198555,The Nutty Cuckoo Super Kings,105,1398,Morgan,Tear,0,24,1,2,0,6,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,181919170,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Adam Peel,2,19,0,9.5,268482,2,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,301057,239863,The Nutty Cuckoo Super Kings,105,1398,Adam,Peel,0,19,0,3,0,3,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,119680663,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Charlie Kenihan,2,17,1,8.5,268482,2,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,309449,244708,The Nutty Cuckoo Super Kings,105,1398,Charlie,Kenihan,0,17,1,3,1,3,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,539159247,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Devin Goheen,1,4,1,4,268482,2,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,307675,243716,The Nutty Cuckoo Super Kings,105,1398,Devin,Goheen,0,4,1,1,1,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,691261168,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Matt Bunney,1,9,0,9,268482,2,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Batty Boys,The Nutty Cuckoo Super Kings,151,148,Velroy Dias,301066,239867,The Nutty Cuckoo Super Kings,105,1398,Matt,Bunney,0,9,0,2,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:51Z,The Nutty Cuckoo Super Kings,18132,Batty Boys,5888,865854882,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Cole Hunter,4,26,1,6.5,268481,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Poms & Convicts,The Hunts,156,235,John Prentice,270174,221261,Poms & Convicts,105,1398,Cole,Hunter,0,26,1,4,0,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:11Z,The Hunts,9013,Poms & Convicts,17119,892134059,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Johnny Temuskus,4,35,1,8.75,268481,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Poms & Convicts,The Hunts,156,235,John Prentice,312212,223613,Poms & Convicts,105,1398,Johnny,Temuskus,0,35,1,4,0,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:11Z,The Hunts,9013,Poms & Convicts,17119,598770797,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Johnny Temuskus,4,35,1,8.75,268481,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Poms & Convicts,The Hunts,156,235,John Prentice,273794,223613,The Hunts,105,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kieran Lee,4,76,1,19,268481,1,Round 5,2019-11-18T16:45:00Z,JJ Holland Midweek,2019 Spring,Poms & Convicts,The Hunts,156,235,John Prentice,308848,244417,Poms & Convicts,105,1398,Kieran,Lee,0,76,1,0,2,5,0,0,0,0,NA,Round 5,JJ Holland Midweek,2019 Spring,2019-11-18T06:38:11Z,The Hunts,9013,Poms & Convicts,17119,618009140,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
